FileName,Abstract,RHS,," This paper introduces four classes of rotation invariant orthogonal moments by generalizing four existing moments that use harmonic functions in their radial kernels . Members of these classes share beneficial properties for image representation and pattern recognition like orthogonality and rotation invariance . The kernel sets of these generic harmonic function based moments are complete in the Hilbert space of square integrable continuous complex valued functions . Due to their resemble definition the computation of these kernels maintains the simplicity and numerical stability of existing harmonic function based moments . In addition each member of one of these classes has distinctive properties that depend on the value of a parameter making it more suitable for some particular applications . Comparison with existing orthogonal moments defined based on Jacobi polynomials and eigenfunctions has been carried out and experimental results show the effectiveness of these classes of moments in terms of representation capability and discrimination power . 
"," This paper introduces four classes of rotation invariant orthogonal moments by generalizing four existing moments that use harmonic functions in their radial kernels . Members of these classes share beneficial properties for image representation and pattern recognition like orthogonality and rotation invariance . The kernel sets of these generic harmonic function based moments are complete in the Hilbert space of square integrable continuous complex valued functions . Due to their resemble definition the computation of these kernels maintains the simplicity and numerical stability of existing harmonic function based moments . In addition each member of one of these classes has distinctive properties that depend on the value of a parameter making it more suitable for some particular applications . Comparison with existing orthogonal moments defined based on Jacobi polynomials and eigenfunctions has been carried out and experimental results show the effectiveness of these classes of moments in terms of representation capability and discrimination power . 
"
S0306457313001131," The volume of entity centric structured data grows rapidly on the Web . The description of an entity composed of property value pairs has become very large in many applications . To avoid information overload efforts have been made to automatically select a limited number of features to be shown to the user based on certain criteria which is called automatic entity summarization . However to the best of our knowledge there is a lack of extensive studies on how humans rank and select features in practice which can provide empirical support and inspire future research . In this article we present a large scale statistical analysis of the descriptions of entities provided by DBpedia and the abstracts of their corresponding Wikipedia articles to empirically study along several different dimensions which kinds of features are preferable when humans summarize . Implications for automatic entity summarization are drawn from the findings . 
",We empirically study how Wikipedians summarize entity descriptions in practice. We compare entity descriptions in DBpedia with their Wikipedia abstracts. We analyze the length of a summary and the priorities of property values. We analyze the priorities of diversity of and correlation between properties. Implications for automatic entity summarization are drawn from the findings.,,,
S0262885615000761,"In this paper we propose a novel contactless palmprint authentication system where the system uses a CCD camera to capture the user s hand at a distance without any restrictions and touching the device. Furthermore a novel and high performance region of interest ROI extraction method which makes use of nonlinear regression and palm model to extract the ROIs with high success is proposed. Comparative results indicate that the proposed ROI extraction method gives superior performance as compared to the previously proposed point based approaches. To show the performance of the proposed system a novel contactless database has also been created. This database includes images captured from the users who present their hands with various hand positions and orientations in cluttered backgrounds. Furthermore experiments show that the proposed system has achieved a recognition rate of 99.488 and equal error rate of 0.277 on the contactless database of 145 people containing 1752 hand images. 
",A novel unrestricted contactless palmprint image acquisition device is developed. A novel model based ROI extraction method robust to the small errors is proposed. A contactless palmprint DB is constituted by collecting 1752 images from 145 subjects. The images in DB have pose rotation position variations and cluttered backgrounds. The results achieved by the proposed system are encouraging 0.277 EER and 99.488 RR.,,,
S0306457313000708," Uncertainty is an important idea in information retrieval research but the concept has yet to be fully elaborated and explored . Common assumptions about uncertainty are that it is a negative state and that it will be reduced through information search and retrieval . Research in the domain of uncertainty in illness however has demonstrated that uncertainty is a complex phenomenon that shares a complicated relationship with information . Past research on people living with HIV and individuals who have tested positive for genetic risk for different illnesses has revealed that information and the reduction of uncertainty can in fact produce anxiety and that maintaining uncertainty can be associated with optimism and hope . We review the theory of communication and uncertainty management and offer nine principles based on that theoretical work that can be used to influence IR system design . The principles reflect a view of uncertainty as a multi faceted and dynamic experience one subject to ongoing appraisal and management efforts that include interaction with and use of information in a variety of forms . 
",We review the prevailing discourse around the concept of uncertainty. We describe a communication based theory of uncertainty management. We explore how this theory can inform the design of information retrieval systems.,,,
S0262885616300075," In many wide area surveillance applications tracking objects is usually accomplished by using network of cameras . A common approach to any multi objects tracking algorithm in a network of cameras comprises of two main steps . First the movement trajectory of each object within the field of view of a camera is extracted and is called object tracklet . Then the set of tracklets are used to determine the persistent trace of each object . In this paper we assume that the tracklets are extracted by a conventional tracking algorithm . The occurrence of occlusion between objects within the viewing scene leads to various types of errors on the extracted tracklets . If these erroneous tracklets are used in a multi object tracking algorithm and ignoring the correction phase then the errors are propagated and affect the results of tracking algorithm . Therefore the true tracklets have to be estimated from the erroneous tracklets . In this paper we propose a variational model for estimating the true tracklets . The variational principle proposed in this model is established by first introducing a variational energy function . Then the erroneous tracklets are used to estimate the true tracklets through optimizing the energy function . The proposed method is evaluated on two well known datasets and a synthetic dataset which is particularly developed to demonstrate the performance of our algorithm under challenging scenarios . The 10 common metrics which are used in other multi objects tracking applications are used for quantitative evaluations . Our experimental results illustrate that our proposed model estimates the true tracklets which improves the overall association performances . 
",Preprocessing of the extracted tracklets before extracting the persistent track An intermediate step on multi object multi camera tracking problem Variational data association model for estimating true tracklets Extracting the least possible true tracklets from erroneous tracklets,,,
S0262885614001784," Finger vein identification is a new biometric identification technology . While many existing works approach the problem by using shape matching which is the generative method in this paper we introduce a joint discriminative and generative algorithm for the task . Our method considers both the discriminative appearance of local image patches as well as their generative spatial layout . The method is based on the popular vocabulary tree model where we utilize the hidden leaf node layer to calculate a generative confidence to weight the discriminative vote from the leaf node . The training process remains the same as building a conventional vocabulary tree while the prediction process utilizes a proposed point set matching method to support non parametric patch layout matching . In this way the entire model retains the efficiency of the vocabulary tree model which is much lighter than other similar models such as the constellation model . The overall estimation follows the Bayesian theory . Experimental results show that our proposed joint model outperformed the purely generative or discriminative counterpart and can offer competitive performance than existing methods for both the vein authentication and recognition tasks . 
",A joint discriminative and generative vocabulary tree model A non parametric image patch layout model and matching method Evaluation in vein authentication and recognition tasks with good performance Comprehensive in depth discussion of the technique,,,
S0306457313001015," In this paper we propose an optimization framework to retrieve an optimal group of experts to perform a multi aspect task . While a diverse set of skills are needed to perform a multi aspect task the group of assigned experts should be able to collectively cover all these required skills . We consider three types of multi aspect expert group formation problems and propose a unified framework to solve these problems accurately and efficiently . The first problem is concerned with finding the top k experts for a given task while the required skills of the task are implicitly described . In the second problem the required skills of the tasks are explicitly described using some keywords but each expert has a limited capacity to perform these tasks and therefore should be assigned to a limited number of them . Finally the third problem is the combination of the first and the second problems . Our proposed optimization framework is based on the Facility Location Analysis which is a well known branch of the Operation Research . In our experiments we compare the accuracy and efficiency of the proposed framework with the state of the art approaches for the group formation problems . The experiment results show the effectiveness of our proposed methods in comparison with state of the art approaches . 
",Using facility location analysis as a well known branch of Operation Research to solve an applied problem in information retrieval. Proposing a unified framework to solve three types of problems for expert group formation. Testing our framework on a real test collection. Proof of optimality of the solution.,,,
S0306457313000782," The study explores the relationship between value attribution and information source use of 17 Chinese business managers during their knowledge management strategic decision making . During semi structured interviews the Chinese business managers half in the telecommunications sector and half in the manufacturing sector were asked to rate 16 information sources on five point Likert Scales . The 16 information sources were grouped into internal external and personal impersonal types . The participants rated the information sources according to five value criteria relevancy comprehensiveness reliability time effort and accessibility . Open ended questions were also asked to get at how and why value attribution affected the participants use of one information source over another during decision making . Findings show that the participants preferred internal personal type of information sources over external impersonal information sources . The differences in value ratings per information source were striking Telecommunications managers rated customers newspapers magazines and conferences trips much lower than the manufacturing managers but they rated corporate library intranet and databases much higher than manufacturing managers . The type of industrial sector therefore highly influenced information source use for decision making by the study s Chinese business managers . Based on this conclusion we added organizational and environmental categories to revise the De Alwis Majid and Chaudhry s typology of factors affecting Chinese managers information source preferences during decision making . 
",We examine information source use during KM strategic decision making. We revised De Alwis et al. s typology of information source preferences. Organizational context is highly determinative of information source use.,,,
S0262885614001681," This paper presents yet another algorithm for finding polygonal approximations of digital planar curves however with a significant distinction the vertices of an approximating polygon need not lie on the contour itself . This approach gives us more flexibility to reduce the approximation error of the polygon compared to the conventional way where the vertices of the polygon are restricted to lie on the contour . To compute the approximation efficiently we adaptively define a local neighborhood of each point on the contour . The vertices of the polygonal approximation are allowed to move around in the neighborhoods . In addition we demonstrate a general approach where the error measure of an already computed polygonal approximation can possibly be reduced further by vertex relocation without increasing the number of dominant points . Moreover the proposed method is non parametric requiring no parameter to set for any particular application . Suitability of the proposed algorithm is validated by testing on several databases and comparing with existing methods . 
",Polygonal approximations using relaxed approximations allowing the vertices of an approximation to lie outside the contour. Adaptive estimation of contour neighborhoods where the vertices of an approximation are located. A general approach to reduce error measure of any polygonal approximations through vertex relocation.,,,
S0262885615001092," We propose a new methodology for facial landmark detection . Similar to other state of the art methods we rely on the use of cascaded regression to perform inference and we use a feature representation that results from concatenating 66 HOG descriptors one per landmark . However we propose a novel regression method that substitutes the commonly used Least Squares regressor . This new method makes use of the L 2 1 norm and it is designed to increase the robustness of the regressor to poor initialisations or partial occlusions . Furthermore we propose to use multiple initialisations consisting of both spatial translation and 4 head poses corresponding to different pan rotations . These estimates are aggregated into a single prediction in a robust manner . Both strategies are designed to improve the convergence behaviour of the algorithm so that it can cope with the challenges of in the wild data . We further detail some important experimental details and show extensive performance comparisons highlighting the performance improvement attained by the method proposed here . 
",Facial landmark detection using a cascade of regressors New regression model based on L21 norm Multiple initialisations are used to improve robustness. The method is evaluated on multiple datasets and on the 300W challenge.,,,
S0262885615000335,"Recent research trends in Content based Video Retrieval have shown topic models as an effective tool to deal with the semantic gap challenge. In this scenario this paper has a dual target 1 it is aimed at studying how the use of different topic models pLSA LDA and FSTM affects video retrieval performance 2 a novel incremental topic model IpLSA is presented in order to cope with incremental scenarios in an effective and efficient way. A comprehensive comparison among these four topic models using two different retrieval systems and two reference benchmarking video databases is provided. Experiments revealed that pLSA is the best model in sparse conditions LDA tend to outperform the rest of the models in a dense space and IpLSA is able to work properly in both cases. 
",A study of the use of topic models for video retrieval is presented. A new topic model to deal with incremental retrieval scenarios is proposed. Comparison of four topic models using two different retrieval functions The results highlight the performance differences among the topic models.,,,
S0262885616300580,"Great variances in visual features often present significant challenges in human action recognitions. To address this common problem this paper proposes a statistical adaptive metric learning SAML method by exploring various selections and combinations of multiple statistics in a unified metric learning framework. Most statistics have certain advantages in specific controlled environments and systematic selections and combinations can adapt them to more realistic in the wild scenarios. In the proposed method multiple statistics include means covariance matrices and Gaussian distributions are explicitly mapped or generated in the Riemannian manifolds. Typically d dimensional mean vectors in Rd are mapped to a Rd d space of symmetric positive definite SPD matrices . Subsequently by embedding the heterogeneous manifolds in their tangent Hilbert space subspace combination with minimal deviation is selected from multiple statistics. Then Mahalanobis metrics are introduced to map them back into the Euclidean space. Unified optimizations are finally performed based on the Euclidean distances. In the proposed method subspaces with smaller deviations are selected before metric learning. Therefore by exploring different metric combinations the final learning is more representative and effective than exhaustively learning from all the hybrid metrics. Experimental evaluations are conducted on human action recognitions in both static and dynamic scenarios. Promising results demonstrate that the proposed method performs effectively for human action recognitions in the wild. 
",A statistical adaptive metric learning SAML is proposed to classify action features. SAML explores multiple statistic combinations for feature sets in different scales. Discriminative statistic subspace is learned by a unified metric learning framework. High competitive performances are achieved by SAML on five benchmark databases.,,,
S0262885614001115," Texture classification is one of the most important tasks in computer vision field and it has been extensively investigated in the last several decades . Previous texture classification methods mainly used the template matching based methods such as Support Vector Machine and k Nearest Neighbour for classification . Given enough training images the state of the art texture classification methods could achieve very high classification accuracies on some benchmark databases . However when the number of training images is limited which usually happens in real world applications because of the high cost of obtaining labelled data the classification accuracies of those state of the art methods would deteriorate due to the overfitting effect . In this paper we aim to develop a novel framework that could correctly classify textural images with only a small number of training images . By taking into account the repetition and sparsity property of textures we propose a sparse representation based multi manifold analysis framework for texture classification from few training images . A set of new training samples are generated from each training image by a scale and spatial pyramid and then the training samples belonging to each class are modelled by a manifold based on sparse representation . We learn a dictionary of sparse representation and a projection matrix for each class and classify the test images based on the projected reconstruction errors . The framework provides a more compact model than the template matching based texture classification methods and mitigates the overfitting effect . Experimental results show that the proposed method could achieve reasonably high generalization capability even with as few as 3 training images and significantly outperforms the state of the art texture classification approaches on three benchmark datasets . 
",The prime pyramid expands the training dataset with less redundancy. Sparse representation provides a compact model for textural images in each class. Multi manifold analysis improves discriminative power while mitigates overfitting. Reasonably high classification accuracy is achieved with very few training images.,,,
S0262885614001632," An algorithm for fitting multiple models that characterize the projective relationships between point matches in pairs of images is proposed herein . Specifically the problem of estimating multiple algebraic varieties that relate the projections of 3 dimensional points in one or more views is predominantly turned into a problem of inference over a Markov random field using labels that include outliers and a set of candidate models estimated from subsets of the point matches . Thus not only the MRF can trivially incorporate the errors of fit in singleton factors but the sheer benefit of this approach is the ability to consider the interactions between data points . The proposed method refines the outlier posterior over the course of consecutive inference sweeps until the process settles at a local minimum . The inference engine employed is a Markov Chain Monte Carlo method which samples new labels from clusters of data points . The advantage of this technique pertains to the fact that cluster formation can be manipulated to favor common label assignments between points related to each other by image based criteria . Moreover although CSAMMFIT uses a Potts like pairwise factor the inference algorithm allows for arbitrary prior formulations thereby accommodating the needs for more elaborate feature based constraints . 
",Assignment of projective models becomes a problem of probabilistic inference through clustering. A Markov network formulation that models data points in terms of projective relationships in two views is introduced. An algorithm that fits multiple varieties to data points is specified using MCMC based inference. Use of a global energy measure to capture the quality of convergence. Comparative results indicate less susceptibility to parameter tuning and increased accuracy of convergence.,,,
S0262885614001127,"This paper proposes a novel robust texture descriptor based on Gaussian Markov random fields GMRFs . A spatially localized parameter estimation technique using local linear regression is performed and the distributions of local parameter estimates are constructed to formulate the texture features. The inconsistencies arising in localized parameter estimation are addressed by applying generalized inverse regularization and an estimation window size selection criterion. The texture descriptors are named as local parameter histograms LPHs and are used in texture segmentation with the k means clustering algorithm. The segmentation results on general texture datasets demonstrate that LPH descriptors significantly improve the performance of classical GMRF features and achieve better results compared to the state of the art texture descriptors based on local feature distributions. Impressive natural image segmentation results are also achieved and comparisons to the other standard natural image segmentation algorithms are also presented. LPH descriptors produce promising texture features that integrate both statistical and structural information about a texture. The region boundary localization can be further improved by integrating colour information and using advanced segmentation algorithms. 
",Distributions of GMRF local parameter estimates as improved texture descriptors. Spatially localized parameter estimation using local linear regression. Approaches to overcome inconsistencies in localized parameter estimation. Proposed descriptors capture both spatial dependencies and distributions of texture.,,,
S0306457313001003," Although most of the queries submitted to search engines are composed of a few keywords and have a length that ranges from three to six words more than 15 of the total volume of the queries are verbose introduce ambiguity and cause topic drifts . We consider verbosity a different property of queries from length since a verbose query is not necessarily long it might be succinct and a short query might be verbose . This paper proposes a methodology to automatically detect verbose queries and conditionally modify queries . The methodology proposed in this paper exploits state of the art classification algorithms combines concepts from a large linguistic database and uses a topic gisting algorithm we designed for verbose query modification purposes . Our experimental results have been obtained using the TREC Robust track collection thirty topics classified by difficulty degree four queries per topic classified by verbosity and length and human assessment of query verbosity . Our results suggest that the methodology for query modification conditioned to query verbosity detection and topic gisting is significantly effective and that query modification should be refined when topic difficulty and query verbosity are considered since these two properties interact and query verbosity is not straightforwardly related to query length . 
",We consider query verbosity and query length two distinct query properties. We propose a methodology to automatically detect and process verbose queries. The methodology uses concept expansion and syntactic features for query modification. Experiments were carried out on a test collection built on TREC2004 Robust collection. Retrieval effectiveness can be significantly improved by considering query verbosity.,,,
S0262885614001322," Extracting local keypoints and keypoint descriptions from images is a primary step for many computer vision and image retrieval applications . In the literature many researchers have proposed methods for representing local texture around keypoints with varying levels of robustness to photometric and geometric transformations . Gradient based descriptors such as the Scale Invariant Feature Transform are among the most consistent and robust descriptors . The SIFT descriptor a 128 element vector consisting of multiple gradient histograms computed from local image patches around a keypoint is widely considered as the gold standard keypoint descriptor . However SIFT descriptors require at least 128bytes of storage per descriptor . Since images are typically described by thousands of keypoints it may require more space to store the SIFT descriptors for an image than the original image itself . This may be prohibitive in extremely large scale applications and applications on memory constrained devices such as tablets and smartphones . In this paper with the goal of reducing the memory requirements of keypoint descriptors such as SIFT without affecting their performance we propose BIG OH a simple yet extremely effective method for binary quantization of any descriptor based on gradient orientation histograms . BIG OH s memory requirements are very small when it uses SIFT s default parameters for the construction of the gradient orientation histograms it only requires 16bytes per descriptor . BIG OH quantizes gradient orientation histograms by computing a bit vector representing the relative magnitudes of local gradients associated with neighboring orientation bins . In a series of experiments on keypoint matching with different types of keypoint detectors under various photometric and geometric transformations we find that the quantized descriptor has performance comparable to or better than other descriptors including BRISK CARD BRIEF D BRIEF SQ and PCA SIFT . Our experiments also show that BIG OH is extremely effective for image retrieval with modestly better performance than SIFT . BIG OH s drastic reduction in memory requirements obtained while preserving or improving the image matching and image retrieval performance of SIFT makes it an excellent descriptor for large image databases and applications running on memory constrained devices . 
",BIG OH binary quantization of gradient orientation based descriptors is proposed. Quantized SIFT descriptors reduce memory by 88 compared to classical SIFT. BIG OH has performance comparable to SIFT and GLOH. BIG OH has better performance than BRISK CARD BRIEF and other descriptors. BIG OH is effective for large scale applications such as copy detection.,,,
S0262885615000384," Various visual tracking approaches have been proposed for robust target tracking among which using sparse representation of the tracking target yields promising performance . Some earlier works in this line used a fixed subset of features to compress the target s appearance which has limited modeling capacity between the target and the background and could not accommodate their appearance change over long period of time . In this paper we propose a visual tracking method by modeling targets with online learned sparse features . We first extract high dimensional Haar like features as an over completed basis set and then solve the feature selection problem in an efficient L 1 regularized sparse coding process . The selected low dimensional representation best discriminates the target from its neighboring background . Next we use a naive Bayesian classifier to select the most likely target candidate by a binary classification process . The online feature selection process happens when there are significant appearance changes identified by a thresholding strategy . In this way our proposed method could work for long tracking tasks . At the same time our comprehensive experimental evaluation has shown that the proposed methods achieve excellent running speed and higher accuracy over many state of the art approaches . 
",Proposed an online sparse feature selection method for modeling tracking target from its neighboring background. Introduced a correlation based feature updating strategy to accommodate significant appearance change of the target Achieved more stable and accurate tracking results compared to several state of the art methods Real time processing speed,,,
S0306457313000459," In our paper we present an experimental study which investigated the possibility to project the need for information specialists serving knowledge workers in knowledge industries on the basis of an average university library serving their counterparts at a university . Information management functions i.e . functions and processes related to information evaluation acquisition metadata creation etc . performed in an average university library are the starting point of this investigation . The fundamental assumption is that these functions do not only occur in libraries but also in other contexts like for instance in knowledge industries . As a consequence we try to estimate the need for information professionals in knowledge industries by means of quantitative methods from library and information science and economics . Our study confirms the validity of our assumption . Accordingly the number of information specialists projected on the basis of university libraries is consistent with their actual number reported in national statistics . However in order to attain a close fit we had to revise the original research model by dismissing the split up of information specialists into reader services and technical services staff . 
",Knowledge industries KI are the largest segment of the Austrian information sector. University libraries can serve as basis for estimating the need of info specialists in KI. The ratio information specialists to knowledge workers is 1 130 in KI in Austria.,,,
S0306457314000508," Multi document summarization techniques aim to reduce documents into a small set of words or paragraphs that convey the main meaning of the original document . Many approaches to multi document summarization have used probability based methods and machine learning techniques to simultaneously summarize multiple documents sharing a common topic . However these techniques fail to semantically analyze proper nouns and newly coined words because most depend on an out of date dictionary or thesaurus . To overcome these drawbacks we propose a novel multi document summarization system called FoDoSu or Folksonomy based Multi Document Summarization that employs the tag clusters used by Flickr a Folksonomy system for detecting key sentences from multiple documents . We first create a word frequency table for analyzing the semantics and contributions of words using the HITS algorithm . Then by exploiting tag clusters we analyze the semantic relationships between words in the word frequency table . Finally we create a summary of multiple documents by analyzing the importance of each word and its semantic relatedness to others . Experimental results from the TAC 2008 and 2009 data sets demonstrate the improvement of our proposed framework over existing summarization systems . 
",A novel multi document summarization system that employs the tag cluster on Flickr. The FoDoSu detects meaningful words by exploiting tag cluster for summarizing multi documents. We demonstrate the superiority of FoDoSu through experiments on TAC2008 and TAC2009.,,,
S0262885615001316," Pedestrian detection is an important image understanding problem with many potential applications . There has been little success in creating an algorithm which exhibits a high detection rate while keeping the false alarm in a relatively low rate . This paper presents a method designed to resolve this problem . The proposed method uses the Kinect or any similar type of sensors which facilitate the extraction of a distinct foreground . Then potential regions which are candidates for the presence of human are detected by employing the widely used Histogram of Oriented Gradients technique which performs well in terms of good detection rates but suffers from significantly high false alarm rates . Our method applies a sequence of operations to eliminate the false alarms produced by the HOG detector based on investigating the fine details of local shape information . Local shape information can be identified by efficient utilization of the edge points which in this work are used to formulate the so called Shape Context model . The proposed detection framework is divided in four sequential stages with each stage aiming at refining the detection results of the previous stage . In addition our approach employs a pre evaluation stage to pre screen and restrict further detection results . Extensive experimental results on the dataset created by the authors involves 673 images collected from 11 different scenes demonstrate that the proposed method eliminates a large percentage of the false alarms produced by the HOG pedestrian detector . 
",Proposed a low false alarm rate pedestrian detection method Extracted foregrounds with the employment of depth sensor Designed a pre evaluation stage to save computation time and reduce false alarm rate Built a pedestrian database with 673 depth images collected from 11 different scenes,,,
S0262885616300051," This work deals with the challenging task of activity recognition in unconstrained videos. Standard methods are based on video encoding of low level features using Fisher Vectors or Bag of Features. However these approaches model every sequence into a single vector with fixed dimensionality that lacks any long term temporal information which may be important for recognition especially of complex activities. This work proposes a novel framework with two main technical novelties First a video encoding method that maintains the temporal structure of sequences and second a Time Flexible Kernel that allows comparison of sequences of different lengths and random alignment. Results on challenging benchmarks and comparison to previous work demonstrate the applicability and value of our framework. 
",TFK a kernel framework between arbitrary length sequences. Some complex activities are defined by the order of sub actions. The new kernel framework improves results in complex activities recognition. Combination of several levels of granularity in temporal divisions reduces clutter.,,,
S0262885614001565," We describe an Eikonal based algorithm for computing dense oversegmentation of an image often called superpixels . This oversegmentation respects local image boundaries while limiting undersegmentation . The proposed algorithm relies on a region growing scheme where the potential map used is not fixed and evolves during the diffusion . Refinement steps are also proposed to enhance at low cost the first oversegmentation . Quantitative comparisons on the Berkeley dataset show good performance on traditional metrics over current state of the art superpixel methods . 
",Fast and efficient superpixel algorithm based on the Eikonal equation Dynamic color based potential function Parameter free refinement of the superpixels Equivalent or better performances than the state of the art Flexibility of the approach,,,
S0262885614001371," The rotation scaling and translation invariant property of image moments has a high significance in image recognition . Legendre moments as a classical orthogonal moment have been widely used in image analysis and recognition . Since Legendre moments are defined in Cartesian coordinate the rotation invariance is difficult to achieve . In this paper we first derive two types of transformed Legendre polynomial substituted and weighted radial shifted Legendre polynomials . Based on these two types of polynomials two radial orthogonal moments named substituted radial shifted Legendre moments and weighted radial shifted Legendre moments are proposed . The proposed moments are orthogonal in polar coordinate domain and can be thought as generalized and orthogonalized complex moments . They have better image reconstruction performance lower information redundancy and higher noise robustness than the existing radial orthogonal moments . At last a mathematical framework for obtaining the rotation scaling and translation invariants of these two types of radial shifted Legendre moments is provided . Theoretical and experimental results show the superiority of the proposed methods in terms of image reconstruction capability and invariant recognition accuracy under both noisy and noise free conditions . 
",Two types of radial Legendre moments for image analysis are proposed. The proposed moments are transformed Legendre moments. These proposed moments can be thought as orthogonalized complex moments. A framework of deriving RST invariance of the transformed moments is investigated. The proposed invariants are robust to additive white noise.,,,
S0262885614001280," This paper deals with the problem of estimating the human upper body orientation . We propose a framework which integrates estimation of the human upper body orientation and the human movements . Our human orientation estimator utilizes a novel approach which hierarchically employs partial least squares based models of the gradient and texture features coupled with the random forest classifier . The movement predictions are done by projecting detected persons into 3D coordinates and running an Unscented Kalman Filter based tracker . The body orientation results are then fused with the movement predictions to build a more robust estimation of the human upper body orientation . We carry out comprehensive experiments and provide comparison results to show the advantages of our system over the other existing methods . 
",We propose a method for estimating the human upper body orientation. Our algorithm uses partial least squares based gradient and texture feature models. Integration with an UKF based movement prediction increases the performance. Comparison with the state of the art shows the benefit of our algorithm. Experiment results using image video and camera are provided.,,,
S0262885614001346," Recently sparse representation has been applied to object tracking where each candidate target is approximately represented as a sparse linear combination of target templates. In this paper we present a new tracking algorithm which is faster and more robust than other tracking algorithms based on sparse representation. First with an analysis of many typical tracking examples with various degrees of corruption we model the corruption as a Laplacian distribution. Then a LAD Lasso optimisation model is proposed based on Bayesian Maximum A Posteriori MAP estimation theory. Compared with L1 Tracker and APG L1 Tracker the number of optimisation variables is reduced greatly it is equal to the number of target templates regardless of the dimensions of the feature. Finally we use the Alternating Direction Method of Multipliers ADMM to solve the proposed optimisation problem. Experiments on some challenging sequences demonstrate that our proposed method performs better than the state of the art methods in terms of accuracy and robustness. 
",The representation error is modelled as a Laplacian distribution. We derive our new LAD Lasso model based on a Bayesian MAP estimate. LAD Lasso model is robust to outliers. The number of optimisation variable in the new model reduces greatly. We use ADMM algorithm to solve the new optimisation problem.,,,
S0262885615000372," This paper describes how to generate optimal projection patterns to supplement general stereo camera systems . In contrast to structured light the active stereo systems utilize the projected patterns only as auxiliary information in correspondence search whereas the structured light systems have to detect the patterns and decode them to compute depth . The concept of non recurring De Bruijn sequences is introduced and a few algorithms based on the non recurring De Bruijn sequence are designed to build optimized projection patterns for several stereo parameters . When only the search window size of a stereo system is given we show that a non recurring De Bruijn sequence with corresponding parameters makes the longest functional pattern and presents experimental results using real scenes to show the effectiveness of the proposed projection patterns . Additionally if the pattern length is given in the form of maximum disparity search range the algorithm using branch and bound search scheme to find an optimal sub sequence of a non recurring De Bruijn sequence is proposed . 
",The novel concept of non recurring De Bruijn NRDB sequence The algorithms to generate NRDB sequences for given parameters The optimal subsequence search algorithm using branch and bound Discussion on similarities and differences of active stereo and structured light,,,
S0262885615000554," This paper investigates the effects of adding texture to images with poorly textured regions on optical flow performance namely the accuracy of foreground boundary detection and computation time . Despite significant improvements in optical flow computations poor texture still remains a challenge to even the most accurate methods . Accordingly we explored the effects of simple modification of images rather than the algorithms . To localize and add texture to poorly textured regions in the background which induce the propagation of foreground optical flow we first perform a texture segmentation using Laws masks and generate a texture map . Next using a binary frame difference we constrain the poorly textured regions to those with negligible motion . Finally we calculate the optical flow for the modified images with added texture using the best optical flow methods available . It is shown that if the threshold used for binarizing the frame difference is in a specific range determined empirically variations in the final foreground detection will be insignificant . Employing the texture addition in conjunction with leading optical flow methods on multiple real and animation sequences with different texture distributions revealed considerable advantages including improvement in the accuracy of foreground boundary preservation prevention of object merging and reduction in the computation time . The F measure and the Boundary Displacement Error metrics were used to evaluate the similarity between detected and ground truth foreground masks . Furthermore preventing foreground optical flow propagation and reduction in the computation time are discussed using analysis of optical flow convergence . 
",An initial step for optical flow estimation in poorly textured images is proposed. The simple yet effective step preserves motion boundaries where other methods fail. The proposed algorithm reduces computation time meaningfully. Mathematical analysis is employed to explain the advantages provided. Quantitative measures have been introduced to assess the performance.,,,
S0262885615001079," We propose to represent a time of flight camera by the map of internal radial distances associating an intrinsic distance to each pixel as an alternative for the classic pinhole model . This representation is more general than the perspective model and appears to be a natural concept for 3D reconstruction and other applications of TOF cameras . In this new framework calibrating a ToF camera comes down to the determination of this IRD map . We show how this can be accomplished by images of flat surfaces without performing any feature detection . We prove deterministic calibration formulas using one or more plane images . We also offer a numerical optimization method that in principle needs only one image of a flat surface . This paper has been recommended for acceptance by Peter Sturm . 
",We introduce a parameter free calibration model for a TOF camera IRD map . This model partially compensates certain aberrations from the pinhole model. The IRD is computed by 1 or 2 depth images of a flat surface. Introducing featureless calibration procedures for TOF sensors blank planes . Satisfying calibration for low resolution sensors.,,,
S0306457313000502," Archives are an extremely valuable part of our cultural heritage since they represent the trace of the activities of a physical or juridical person in the course of their business . Despite their importance the models and technologies that have been developed over the past two decades in the Digital Library field have not been specifically tailored to archives . This is especially true when it comes to formal and foundational frameworks as the Streams Structures Spaces Scenarios Societies model is . Therefore we propose an innovative formal model called NEsted SeTs for Object hieRarchies for archives explicitly built around the concepts of context and hierarchy which play a central role in the archival realm . NESTOR is composed of two set based data models the Nested Sets Model and the Inverse Nested Sets Model that express the hierarchical relationships between objects through the inclusion property between sets . We formally study the properties of these models and prove their equivalence with the notion of hierarchy entailed by archives . We then use NESTOR to extend the 5S model in order to take into account the specific features of archives and to tailor the notion of digital library accordingly . This offers the possibility of opening up the full wealth of DL methods and technologies to archives . We demonstrate the impact of NESTOR on this problem through three example use cases . 
",A set theoretical formal model for digital archives is presented. The 5S model is extended for digital archives and concrete applications are given. Address EAD issues in the Web and with compound digital objects. Use cases based on OAI PMH OAI ORE and annotation frameworks for digital archives. Properties and mappings between the tree and NESTOR are formally proved.,,,
